source,date,title,description
The Verge,2019-03-07T12:34:55Z,Microsoft’s cheapest Surface Book 2 could get a quad-core CPU soon - The Verge,"Microsoft looks set to refresh its cheapest Surface Book 2 laptop in the coming weeks. The biggest change is expected to be the laptop’s CPU, which appears to be being upgraded from a dual-core i5-7300U to a quad core i5-8350U."
CNN,2019-03-07T12:11:00Z,Google just launched an app to teach Indian kids to read - CNN,Google is rolling out yet another app just for India — this time to help children learn to read.
Pushsquare.com,2019-03-07T11:57:44Z,ANTHEM PS4 Crashing Bug to Be Fixed with Next Week's Patch - Push Square,Overpowered weapon bug also getting squashed
Mirror,2019-03-07T11:17:00Z,Warhammer Chaosbane beta hands-on: Keep your eyes on this potential Diablo challenger - Mirror Online,This Warhammer action RPG is set to take on Blizzard's Diablo series at its own dungeon crawling game
Theinquirer.net,2019-03-07T11:00:03Z,"Microsoft open-sources Windows Calculator 'cos maths keeps changing, apparently - The INQUIRER","Coming next: Minesweeper,Developer ,developer,Software,Microsoft,Open Source,Github,Windows"
Pcworld.com,2019-03-07T11:00:00Z,WebAuthn: What you need to know about the future of the passwordless Web - PCWorld,"Hate passwords? We all do. So Microsoft, Google, and other browser makers have made WebAuthn to replace passwords with your fingerprint and facial recognition."
Dexerto.com,2019-03-07T09:52:44Z,"Apex Legends balance update patch notes - Wingman and Peacekeeper nerfs, Hitbox updates, Season 1 news - Dexerto.com",The full patch notes for the March 6 Apex Legends update have been released.
Business Insider,2019-03-07T07:01:05Z,Hadean built simulation engine for 10000-player dogfight - Business Insider,Hadean wants to help build massive simulated worlds.
Androidcentral.com,2019-03-07T02:47:12Z,"Huawei goes on offensive, sues U.S. government over hardware sales ban - Android Central",Huawei is taking its fight with the U.S. government to the courts.
IGN,2019-03-07T02:38:56Z,"Anthem 'Defender' Bug Causes Level 1 Guns to Be Better Than Higher Level Weapons, BioWare Working on a Fix - IGN",Bioware is working on a fix that makes the default weapons more successful at bringing down enemies than those of a much higher level.
Gamespot.com,2019-03-06T22:40:00Z,"Pokemon Sword And Shield: Release Window, Trailer, Starters, And What To Know - GameSpot",Here's everything you need to know about Pokemon Sword And Shield for Nintendo Switch.
Notebookcheck.net,2019-03-06T22:31:46Z,"Ghidra, the NSA\'s homegrown decompiler tool, is now open source - Notebookcheck.net","Ghidra, the NSA's own reverse-engineering software, is now open source and freely available for download. The Agency voluntarily open-sourced the decompiler in an effort to benefit the cybersecurity community. Ghidra is a software decompiler that allows users…"
9to5google.com,2019-03-06T22:02:00Z,"Alphabet Scoop 045: Assistant updates, Google Duplex, and a Glass leak in 2019? - 9to5Google","This week we talk about Google Assistant and Google Duplex, Google Pixel 3 camera issues, and a Google Glass leak in 2019. Alphabet Scoop is available on Google Play, Google Podcasts, iTunes and Ap…"
Notebookcheck.net,2019-03-06T21:49:52Z,The OPPO F11 and 11 Pro launch in India - Notebookcheck.net,"The OPPO F11 Pro has been characterized as a phone that would come out with a pop-up selfie camera on release. These leaks have been vindicated at its launch. It was also joined by the F11, a second variant of the same basic phone, but with a water-drop notch…"
Nintendowire.com,2019-03-06T21:40:01Z,Nintendo has asked smartphone developer partners to tone down microtransactions - Nintendo Wire,"Nintendo’s entry into the mobile game market a little over two years ago was met with general acclaim and goodwill, and it has continued on that path without too much in the way of gamer outcry. Despite some bellyaching from certain factions, Fire Emblem Hero…"
Thurrott.com,2019-03-06T21:36:50Z,Sonos Quietly Revs Its Sonos One Smart Speaker - Thurrott.com,"Sonos is trying to keep this one quiet for some reason, but the firm has quietly updated its entry-level Sonos One smart speaker."
Gamespot.com,2019-03-06T21:36:00Z,Anthem Getting Refunded For Some PS4 Users Following Crash Bug - GameSpot,"Anthem is suffering from apparent crashing bugs on PS4, and while EA works on a fix, Sony is reportedly refunding some users."
Youtube.com,2019-03-06T21:32:13Z,PlayStation Plus - Free PS4 Games for March 2019 Trailer - IGN,"In March, PS Plus membership includes Call of Duty: Modern Warfare Remastered and The Witness. Call of Duty 4: Modern Warfare Multiplayer Map Graphics Compar..."
Lifehacker.com,2019-03-06T21:30:00Z,"Get Apple to Repair Your iPhone, Even With a Third-Party Battery - Lifehacker","If you replaced your iPhone battery with a third-party alternative and need your device repaired, you’re in luck: Apple will now service iPhones with third-party batteries, MacRumors reports."
Ars Technica,2019-03-06T21:15:00Z,Discless Xbox “Maverick” could arrive as soon as May - Ars Technica,Download-only device could be with us a little sooner than expected.
Wccftech.com,2019-03-06T20:49:01Z,"AMD Ryzen 3000 Series CPUs Aiming Mid-2019 Launch, 3rd Gen Ryzen Threadripper in 2019, Confirmed – Zen 2 Cores, Higher Clocks and More - Wccftech",AMD has confirmed that their 3rd Generation Ryzen & Ryzen Threadripper CPUs will be launching in the second half of 2019.
Bleedingcool.com,2019-03-06T20:43:22Z,Contract Negotiations Kept Marvel and Star Wars from Kingdom Hearts III - Bleeding Cool News,"If you were wondering why Disney's recent Marvel and Star Wars acquisitions didn't make it into Kingdom Hearts III, the answer may disappoint you."
Marketwatch.com,2019-03-06T20:39:00Z,"Harry Boxer’s stocks to watch include Canopy Growth, Roku - MarketWatch",Four stocks are catching momentum.
Polygon,2019-03-06T19:32:02Z,A GeForce RTX 2080 GPU is $150 off with Polygon’s exclusive deal - Polygon,"Nvidia’s high-end GeForce RTX 2080 graphics card is on sale at B&H for $659 and includes the PC games Anthem, Metro Exodus, and Battlefield 5."
Gamespot.com,2019-03-06T18:30:00Z,"With Battle Pass Coming Soon, Apex Legends Hits Another Massive Player Milestone - GameSpot","Apex Legends has now crossed the 50 million player threshold, according to a new video from Respawn."
Fortniteintel.com,2019-03-06T18:29:00Z,How to use Fortnite Treasure Maps - FortniteINTEL,Fortnite’s v8.01 patch introduced Treasure Maps into the game that allow players to get some great loot if they follow the map. The big addition with the Fortnite v8.01 update is the inclusion of the all-new Treasure Map item. These new maps allow players to …
Youtube.com,2019-03-06T18:25:01Z,AirPods vs. Galaxy Buds: Which wireless earphones are best? - CNET,Samsung's newest Buds are giving AirPods a run for their money. Find out which ones are the better deal. Watch our previous CNET Versus video: iPhone XR vs. ...
Youtube.com,2019-03-06T18:00:13Z,Tetris 99 - How to Get Good Enough to Win the Maximus Cup - Nintendo Life,Want to win those 999 lovely gold points? Learn how. Tetris Maximus Cup/Grand Prix: http://www.nintendolife.com/news/2019/03/get_ready_to_participate_in_the_...
Polygon,2019-03-06T18:00:00Z,The Elder Scrolls Blades: Can it appeal to fans of Skyrim? - Polygon,Is The Elder Scrolls: Blades a full-fledged Elder Scrolls game like Skyrim or is it just a mobile cash-in title? We’ll explore the upcoming mobile RPG from Bethesda.
Nintendolife.com,2019-03-06T18:00:00Z,Talking Point: Could Nintendo Ditch Physical Media With A 'Switch Lite?' - Nintendo Life,Microsoft prepares for an all-digital future; could Nintendo be next?
Abc3340.com,2019-03-06T17:34:00Z,"iPhone sales are falling, and Apple's app fees might be next - Alabama's News Leader","SAN FRANCISCO (AP) &mdash; Last year, every time someone paid $11 for Netflix through an iPhone app, Apple pocketed as much as $3. 30. Multiply that by every charge made through iPhone apps and you can see why Netflix and other companies are fed up about what…"
The Verge,2019-03-06T17:16:22Z,Smart Compose for Gmail is now available on all Android devices - The Verge,"Smart Compose is one of Gmail’s newer and more interesting features. It allows you to begin an email using auto-suggested words and phrases that are typically in line with what you’d usually write. Previously a Pixel device exclusive, the app is now available…"
Kotaku.com,2019-03-06T17:00:00Z,Everything About Anthem’s In-Game Stores Is Bafflingly Bad - Kotaku,"Every time I log into Anthem I stop by one of its in-game stores, and every time I am disappointed. The selection is bad. The three-day refresh is bad. Even the locations of the in-game shops are bad. It boggles the mind."
Nintendo.com,2019-03-06T16:56:20Z,Vanquish mythical monsters and go island hopping on Nintendo Switch Online in March - Nintendo,"After falling from Angel Land, the NES games launching on Nintendo Switch Online this month have landed on a tropical paradise. On March 13, classics Kid Icarus and StarTropics join dozens of other NES games as part of the Nintendo Entertainment System - Nint…"
Carbuzz.com,2019-03-06T16:25:49Z,The Ferrari F8 Tributo Is A Feast For The Eyes - CarBuzz,
Androidcentral.com,2019-03-06T16:08:12Z,Add another year to your PlayStation Plus membership for just $43 today - Android Central,"While supplies last, you can save substantially on another year's worth of PlayStation Plus."
Hollywoodreporter.com,2019-03-06T16:00:00Z,'Sekiro: Shadows Die Twice' - Gameplay Review - Hollywood Reporter,Prepare to die (a lot) in this game from Japan's FromSoftware.
Fortniteintel.com,2019-03-06T15:16:00Z,"Fortnite's Fork Knife area results in instadeath, Epic working on a fix - FortniteINTEL","Fortnite embraced the meme with a fork and knife spot on the map but now there’s a bug that results in players being instantly eliminated if they run over a certain tile. Since the release of the v8.01 update, Fortnite players now have a chance of falling vic…"
The Verge,2019-03-06T15:00:00Z,How AI will revolutionize the way video games are developed and played - The Verge,"Until now, the kind of self-learning artificial intelligence that’s led to advances in self-driving cars, computer vision, and natural language processing hasn’t really bled over into commercial video game development. But AI researchers and game designers ar…"
Dcrainmaker.com,2019-03-06T14:47:59Z,The Fitbit Versa Lite Hands-On: Everything you ever wanted to know - DC Rainmaker,"Today Fitbit launched their least expensive smartwatch to date – the Fitbit Versa Lite. This newish watch essentially takes the existing Fitbit Versa smartwatch and removes the music playback, along with a handful of smaller features like stair counting (and"
Jalopnik.com,2019-03-06T14:45:00Z,Here's Where You're Expected to Put the Front Plate on a 2020 Toyota Supra - Jalopnik,"Last month, we were suddenly frozen in fear of the prospect of a front-mounted U.S. license plate on the 2020 Toyota Supra, as the open-orifices of the car’s design didn’t leave a lot of room for mounting a thin, ugly rectangle of government-issued metal. Sad…"
Macrumors.com,2019-03-06T14:09:00Z,Deals Spotlight: 12-Inch MacBook Hits All-Time-Low at $800 ($500 Off) - MacRumors,"In a new flash sale at B&H Photo, you can get the 12-inch MacBook for just $799.00, $500 off from the original price of $1,299.00...."
Toucharcade.com,2019-03-06T13:27:00Z,'ROME: Total War - Barbarian Invasion' Is Getting Updated for iPhone Support Soon with an Android Release Happening Later - Touch Arcade,"[appicon] Rome: Total War - Barbarian Invasion [appprice url=""https://itunes.apple.com/us/app/rome-total-war-barbarian-invasion/id1183898700?mt=8&ign-mpt=uo%3D4""] arrived on iPad a while ago and just like many Feral Interactive releases, post launch support h…"
Youtube.com,2019-03-06T12:00:03Z,Rainbow Six Siege: 5 Pro Tips for Mozzie & Gridlock - IGN,"Rainbow Six Siege pro ""KS"" tells us his 5 tips for new Operation Burnt Horizon operators Mozzie & Gridlock. Subscribe to IGN for more! http://www.youtube.com..."
Maxim.com,2019-03-06T12:00:00Z,Koenigsegg Jesko Is the World's First 300 MPH Car - Maxim,"If you thought Koengisegg would never outdo its 280-mph Agera RS, aka the world's fastest car, think again.  The powermad Swedish automaker just announced the"
Bleepingcomputer.com,2019-03-06T08:33:32Z,Adware Apps in Google Play Simulate Uninstall for Persistence - BleepingComputer,"Three adware apps discovered in Google Play use a special trick to ensure they stay on the victim device for a longer time. They pose as camera-related utilities and have recorded over 700,000 installations, combined."
Gamespot.com,2019-03-05T21:53:00Z,Fortnite's Secret Battle Star For Season 8 Week 1 (Discovery Challenge Guide) - GameSpot,"Season 8 of Fortnite has kicked off, and as per usual, there's a free Battle Star to collect if you finish all of Week 1's challenges; here's where to find it."
Youtube.com,2019-03-05T19:50:37Z,Galaxy S10e First 10 Things to Do! - Droid Life,"Buy Galaxy S10e: https://fave.co/2U10tD4 Once you've purchased a Samsung Galaxy S10e and pulled it out of the box, what should you do? We've got a list of th..."
Gizmochina.com,2019-03-05T07:22:00Z,Xiaomi Mi 9 tops Antutu's Android Smartphone Performance Chart for February 2019 - gizmochina,Xiaomi launched its next-generation flagship smartphone — Xiaomi Mi 9 last month at a launch event in China. The phone packs top-of-the-line specifications and is one of the most powerful...
